id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
4410,61,Male,1608,Married,0,Bachelor's,Self-Employed,48.74420399,Suburban,Premium,0,15,819,9,21:39.1,Good,No,Daily,House,3365
4411,25,Male,18095,Divorced,0,PhD,Unemployed,7.859249605,Urban,Premium,2,13,,3,21:39.1,Poor,No,Weekly,House,821
4412,42,Male,34706,Divorced,2,PhD,Self-Employed,48.50308076,Rural,Premium,0,5,824,9,21:39.1,Good,Yes,Monthly,Apartment,89
4413,23,Male,29765,Married,3,PhD,Unemployed,5.913754461,Suburban,Comprehensive,1,5,708,6,21:39.2,Average,No,Monthly,Condo,451
4414,19,Female,16778,Married,3,Master's,,25.63940029,Urban,Basic,1,10,398,7,21:39.2,Good,Yes,Monthly,House,942
4415,28,Female,27700,Divorced,,High School,Unemployed,11.6362635,Urban,Premium,2,9,743,7,21:39.3,Poor,No,Rarely,Condo,1598
4416,32,Female,8806,Single,3,PhD,,29.66999662,Suburban,Comprehensive,1,11,751,8,21:39.2,Good,No,Rarely,House,1547
4417,21,Male,1419,Divorced,0,PhD,,40.06512836,Urban,Comprehensive,2,17,695,6,21:39.2,Poor,Yes,Monthly,Condo,813
4418,61,Female,28991,Divorced,3,Master's,Self-Employed,6.892419341,Rural,Comprehensive,2,0,766,9,21:39.2,Poor,No,Weekly,Condo,1325
4419,41,Male,38983,Single,0,High School,,21.08476541,Suburban,Basic,0,3,844,5,21:39.2,Poor,No,Daily,House,668
4420,63,Female,12096,Divorced,3,Master's,Employed,35.78216467,Rural,Premium,,8,527,8,21:39.1,Good,Yes,Monthly,House,836
4421,27,Female,30722,Married,0,PhD,,32.14201654,Urban,Basic,,8,312,4,21:39.2,Good,No,Monthly,Apartment,460
4422,36,Male,18644,Divorced,1,High School,Employed,9.147028829,Urban,Premium,0,3,661,3,21:39.1,Good,No,Rarely,Condo,2077
4423,47,Female,52677,Married,0,High School,Self-Employed,24.50761682,Suburban,Basic,0,10,364,2,21:39.2,Poor,No,Weekly,Condo,657
4424,27,Male,70721,Married,0,Bachelor's,,52.95659469,Suburban,Premium,1,3,572,1,21:39.2,Poor,Yes,Weekly,Condo,1543
4425,40,Female,57844,Married,1,High School,Unemployed,18.17861032,Suburban,Basic,2,5,409,4,21:39.2,Poor,Yes,Weekly,Condo,1159
4426,28,Male,44998,Divorced,0,PhD,Self-Employed,9.155611832,Urban,Basic,1,15,790,8,21:39.1,Average,No,Monthly,Apartment,880
4427,60,Female,64091,Single,3,PhD,Self-Employed,20.92730692,Rural,Comprehensive,,1,369,7,21:39.3,Poor,Yes,Weekly,Condo,641
4428,22,Male,59710,Divorced,4,Bachelor's,,39.22697117,Suburban,Premium,2,10,589,5,21:39.2,,Yes,Weekly,Condo,1204
4429,60,Male,28680,Divorced,0,Bachelor's,Employed,21.86845968,Suburban,Comprehensive,2,19,527,2,21:39.1,Poor,No,Daily,Apartment,676
4430,46,Female,9090,Married,0,Bachelor's,Self-Employed,21.9726075,Rural,Basic,1,6,504,7,21:39.2,Average,No,Weekly,Condo,476
4431,48,Male,6054,Married,1,Master's,,21.93817727,Suburban,Basic,0,19,,3,21:39.2,Good,Yes,Rarely,House,20
4432,52,Female,1449,Divorced,,High School,Unemployed,17.63421658,Urban,Basic,,10,778,6,21:39.2,Average,No,Daily,Condo,1133
4433,60,Male,21051,Married,4,High School,,32.54712866,Suburban,Basic,0,3,775,1,21:39.2,Good,No,Daily,House,461
4434,44,Male,41564,Married,0,PhD,,16.06445908,Rural,Basic,1,10,,1,21:39.3,,Yes,Daily,Condo,1388
4435,32,Female,63833,Single,1,PhD,Employed,42.8444774,Suburban,Premium,3,13,765,7,21:39.2,,No,Weekly,House,724
4436,41,Male,16085,Married,0,Bachelor's,Self-Employed,27.90210592,Rural,Comprehensive,,8,,2,21:39.3,Average,Yes,Weekly,Apartment,461
4437,24,Female,27454,Single,1,PhD,Unemployed,8.770833536,Urban,Basic,1,13,612,5,21:39.3,Average,Yes,Weekly,House,103
4438,57,Male,30368,Married,2,Master's,,34.87082988,Urban,Premium,,8,756,7,21:39.3,Poor,No,Rarely,Apartment,476
4439,47,Female,46415,Divorced,3,Bachelor's,,41.2764389,Urban,Premium,2,14,626,3,21:39.1,Average,No,Weekly,Apartment,2176
4440,46,Male,12861,Single,,Bachelor's,Unemployed,19.90857247,Urban,Basic,,5,382,1,21:39.1,Good,No,Rarely,House,890
4441,43,Male,5864,Divorced,3,PhD,,24.23707904,Urban,Comprehensive,,18,576,6,21:39.1,Poor,Yes,Rarely,Condo,1248
4442,26,Male,140870,Divorced,4,Bachelor's,Employed,12.93924705,Suburban,Premium,,12,332,9,21:39.1,Good,Yes,Monthly,Apartment,1746
4443,52,Female,19848,Divorced,1,High School,Unemployed,44.60277921,Rural,Basic,,12,488,8,21:39.3,Average,Yes,Rarely,Apartment,2084
4444,62,Male,18123,Married,0,PhD,Unemployed,13.71722833,Suburban,Premium,,4,423,2,21:39.2,Average,Yes,Rarely,Condo,1611
4445,51,Male,12981,Divorced,3,Bachelor's,Employed,15.73714897,Urban,Basic,0,0,,4,21:39.1,Average,Yes,Weekly,House,923
4446,24,Female,13437,Divorced,0,Master's,Unemployed,45.79017509,Rural,Premium,1,2,844,6,21:39.2,Average,Yes,Weekly,House,2077
4447,41,Female,106963,Single,4,PhD,Employed,20.15321225,Rural,Basic,0,1,656,7,21:39.3,Good,No,Rarely,Apartment,308
4448,47,Male,979,Married,,Master's,Employed,21.9124317,Suburban,Basic,1,9,414,8,21:39.2,Poor,Yes,Rarely,House,1671
4449,20,Male,84796,Single,2,PhD,Self-Employed,6.7222457,Rural,Comprehensive,0,18,456,6,21:39.2,Poor,No,Weekly,Apartment,2852
4450,62,Female,2642,Divorced,4,Bachelor's,Unemployed,38.19578161,Urban,Premium,1,17,548,3,21:39.3,Poor,Yes,Daily,Apartment,2456
4451,22,Male,30603,Married,2,Bachelor's,,35.01158714,Suburban,Premium,0,4,703,6,21:39.1,Average,No,Weekly,House,943
4452,41,Female,122571,Divorced,,PhD,Employed,51.06264635,Rural,Basic,2,14,702,3,21:39.1,Good,No,Rarely,House,3387
4453,22,Female,15761,Divorced,0,High School,Unemployed,18.81698795,Urban,Premium,0,2,585,4,21:39.2,Average,No,Daily,Condo,714
4454,28,Female,,Single,3,Master's,,52.75184882,Suburban,Comprehensive,,14,822,4,21:39.2,Good,Yes,Monthly,Apartment,691
4455,41,Male,76516,Divorced,1,High School,Self-Employed,6.414928472,Urban,Comprehensive,0,18,459,6,21:39.3,Average,Yes,Daily,House,1679
4456,20,Male,16069,Married,2,Master's,Unemployed,31.7155748,Rural,Basic,,5,,1,21:39.2,Good,Yes,Daily,House,45
4457,44,Female,6927,Single,4,High School,,17.91795147,Urban,Premium,,16,552,4,21:39.2,Poor,No,Daily,Condo,1257
4458,51,Male,93477,Married,1,High School,Self-Employed,28.82390489,Suburban,Comprehensive,2,4,,6,21:39.1,Good,Yes,Monthly,Condo,2036
4459,58,Male,15284,Married,2,PhD,Employed,16.42402321,Suburban,Premium,0,4,822,6,21:39.2,Average,Yes,Monthly,Condo,984
4460,24,Male,46144,Married,,Bachelor's,Unemployed,25.92317264,Rural,Basic,0,13,769,2,21:39.2,Poor,Yes,Weekly,House,627
4461,29,Male,16274,Divorced,0,Bachelor's,Employed,25.04948092,Urban,Comprehensive,2,14,824,1,21:39.2,Poor,Yes,Monthly,Condo,2464
4462,23,Female,12604,Divorced,4,High School,Unemployed,15.84539638,Urban,Premium,1,6,552,8,21:39.2,,No,Daily,Condo,281
4463,,Male,26193,Single,1,PhD,Unemployed,26.35332671,Suburban,Basic,0,14,746,8,21:39.1,Poor,Yes,Daily,Apartment,2952
4464,60,Female,66762,Married,0,High School,Unemployed,19.55444928,Suburban,Basic,2,16,772,9,21:39.2,Average,Yes,Daily,Apartment,2566
4465,42,Female,45789,Divorced,2,Bachelor's,Self-Employed,37.71387598,Suburban,Comprehensive,0,0,619,3,21:39.3,Average,No,Monthly,Apartment,775
4466,51,Male,17091,Single,2,PhD,Self-Employed,37.89849995,Urban,Premium,,4,707,4,21:39.2,Good,No,Weekly,House,703
4467,19,Male,6938,Single,3,Master's,Self-Employed,28.64229433,Urban,Premium,,2,525,1,21:39.2,Average,Yes,Weekly,Apartment,3294
4468,45,Male,34984,Single,2,Bachelor's,Employed,36.56964069,Rural,Premium,,5,638,7,21:39.2,Average,No,Weekly,House,572
4469,33,Female,626,Divorced,1,Bachelor's,Employed,8.481044481,Rural,Basic,3,14,783,5,21:39.2,Poor,No,Daily,Apartment,915
4470,36,Male,81420,Divorced,1,PhD,Unemployed,,Suburban,Premium,,14,602,2,21:39.2,Good,No,Weekly,Apartment,124
4471,64,Male,74069,Married,2,Bachelor's,Self-Employed,28.48756034,Urban,Comprehensive,0,1,534,9,21:39.3,Average,Yes,Monthly,House,48
4472,55,Female,27981,Married,0,Master's,Unemployed,26.54739102,Urban,Comprehensive,0,10,662,1,21:39.2,Good,Yes,Rarely,House,963
4473,57,Male,56645,Married,3,High School,Self-Employed,51.90830964,Suburban,Basic,,11,696,4,21:39.2,Average,Yes,Weekly,House,1178
4474,24,Male,17992,Married,0,Master's,Unemployed,22.14953677,Rural,Comprehensive,1,14,794,7,21:39.1,Good,Yes,Daily,Apartment,781
4475,30,Female,38480,Married,4,PhD,Unemployed,22.74401153,Suburban,Basic,,6,,1,21:39.2,Good,Yes,Monthly,Condo,909
4476,56,Male,14474,Single,0,High School,,16.70771713,Suburban,Premium,1,15,337,8,21:39.2,Good,Yes,Daily,Apartment,647
4477,39,Female,43953,Single,4,Bachelor's,,7.826188924,Urban,Basic,0,6,687,2,21:39.1,Poor,Yes,Daily,Apartment,991
4478,63,Female,3860,Divorced,3,PhD,Self-Employed,8.652945453,Suburban,Premium,0,13,472,2,21:39.2,Good,No,Daily,House,339
4479,63,Female,128784,Married,4,High School,Self-Employed,21.72592569,Rural,Basic,,18,459,4,21:39.2,Poor,No,Monthly,Apartment,159
4480,51,Male,5147,Single,2,Bachelor's,Employed,14.60953197,Suburban,Premium,1,19,540,5,21:39.1,Average,No,Weekly,Apartment,776
4481,34,Female,65722,Single,,PhD,Unemployed,38.51986243,Suburban,Basic,0,7,819,4,21:39.1,Poor,Yes,Monthly,House,66
4482,46,Male,66953,Single,0,Bachelor's,,13.8299043,Rural,Basic,2,5,497,8,21:39.1,Good,Yes,Monthly,Condo,259
4483,34,Male,36504,Divorced,4,Bachelor's,,12.53426783,Rural,Premium,,10,,2,21:39.1,Poor,Yes,Weekly,Apartment,1027
4484,47,Female,16459,Single,0,Master's,,30.04703192,Suburban,Basic,1,15,,9,21:39.3,Average,No,Daily,House,205
4485,41,Female,38669,Single,1,PhD,Unemployed,41.26778432,Rural,Comprehensive,0,10,537,5,21:39.1,Good,No,Monthly,Apartment,1042
4486,29,Female,45668,,3,PhD,Employed,40.84636577,Urban,Comprehensive,0,11,743,6,21:39.2,Average,No,Daily,House,2377
4487,37,Male,45801,Divorced,4,Master's,,7.844449757,Suburban,Comprehensive,1,5,676,7,21:39.3,Poor,No,Daily,House,457
4488,44,Male,39724,Married,1,High School,Unemployed,3.868232325,Rural,Basic,0,16,,1,21:39.3,Poor,Yes,Daily,Condo,1542
4489,57,Male,17883,Single,,High School,Unemployed,20.43786683,Suburban,Premium,,10,843,6,21:39.2,Average,Yes,Daily,Condo,23
4490,64,Female,10644,Divorced,0,Bachelor's,Self-Employed,33.85719065,Urban,Premium,0,12,547,6,21:39.3,Good,Yes,Weekly,Condo,490
4491,40,Female,135661,Divorced,2,PhD,Employed,17.0975214,Suburban,Basic,0,10,566,9,21:39.2,,No,Daily,Apartment,170
4492,48,Female,2908,Single,4,Master's,Self-Employed,17.30267119,Urban,Basic,3,8,470,7,21:39.2,Good,No,Monthly,Condo,1285
4493,45,Female,17984,Single,0,Master's,,13.95908292,Suburban,Basic,1,19,697,1,21:39.1,Good,No,Monthly,Condo,260
4494,26,Male,39147,Divorced,2,PhD,Employed,23.4779305,Urban,Comprehensive,0,5,746,3,21:39.3,Average,Yes,Rarely,Condo,738
4495,48,Female,8938,Single,1,High School,Employed,30.28503836,Suburban,Premium,0,14,692,8,21:39.1,Good,No,Weekly,Condo,3206
4496,24,Male,39042,Married,,Bachelor's,Employed,31.84922946,Urban,Basic,1,2,629,7,21:39.1,Good,Yes,Monthly,House,4066
4497,41,Male,45287,Single,0,Bachelor's,,36.24652998,Suburban,Basic,,4,823,8,21:39.3,Good,No,Daily,Apartment,538
4498,60,Male,15126,Married,2,PhD,,26.67003919,Urban,Basic,1,19,657,8,21:39.2,Good,No,Weekly,Condo,1419
4499,51,Female,,Single,1,Bachelor's,,16.83818112,Suburban,Basic,1,8,,6,21:39.3,Poor,Yes,Daily,Apartment,125
4500,,Male,43474,Divorced,3,Master's,Employed,20.97317003,Urban,Comprehensive,0,15,789,4,21:39.1,Poor,No,Rarely,Condo,903
4501,42,Female,1238,Married,4,Master's,Self-Employed,,Suburban,Comprehensive,,2,699,7,21:39.1,Good,No,Rarely,Apartment,688
4502,19,Female,3849,Single,3,PhD,Employed,21.75002321,Rural,Premium,,13,485,7,21:39.2,Poor,Yes,Monthly,House,570
4503,55,Male,30516,Single,3,Master's,Unemployed,33.25679098,Urban,Comprehensive,,16,305,9,21:39.2,Poor,No,Daily,Apartment,566
4504,43,Male,135988,Married,4,Bachelor's,,12.49191964,Suburban,Basic,,12,595,2,21:39.1,Average,Yes,Weekly,Condo,424
4505,63,Male,7977,Single,1,Master's,Self-Employed,37.8578824,Rural,Premium,3,1,677,1,21:39.2,Average,No,Rarely,Apartment,84
4506,38,Female,146517,Single,0,Bachelor's,Self-Employed,19.4400223,Suburban,Premium,,7,479,2,21:39.2,Good,Yes,Rarely,Apartment,3895
4507,64,Female,23648,Divorced,1,Bachelor's,Unemployed,17.72573555,Urban,Comprehensive,1,6,359,4,21:39.2,Good,No,Weekly,House,659
4508,46,Female,705,Divorced,2,Master's,Employed,52.9818706,Rural,Premium,2,14,668,1,21:39.2,Good,Yes,Weekly,Condo,1442
4509,63,Female,17608,Divorced,4,PhD,,17.2740718,Rural,Basic,0,5,695,2,21:39.2,Poor,Yes,Weekly,Condo,554
4510,43,Male,58620,,0,Bachelor's,,22.05331967,Suburban,Comprehensive,3,0,611,5,21:39.1,Good,Yes,Rarely,House,174
4511,48,Male,3858,Single,3,Bachelor's,Self-Employed,25.36324477,Suburban,Basic,1,10,,7,21:39.2,,No,Daily,House,104
4512,42,Male,279,Divorced,3,High School,Employed,28.86903268,Urban,Comprehensive,,9,535,5,21:39.3,Poor,No,Monthly,House,1400
4513,25,Male,100459,Single,,High School,,47.02841827,Urban,Comprehensive,,15,821,2,21:39.1,Good,Yes,Rarely,House,196
4514,,Female,,Married,3,Master's,,28.99374514,Rural,Basic,2,1,518,3,21:39.2,Average,Yes,Rarely,House,3733
4515,54,Female,50135,Divorced,0,Bachelor's,,5.419214562,Urban,Basic,,10,482,3,21:39.2,Average,Yes,Rarely,House,192
4516,,Female,83770,Divorced,2,High School,Unemployed,25.97572775,Rural,Premium,3,1,458,5,21:39.1,Average,No,Rarely,Apartment,1174
4517,36,Female,39860,Single,2,PhD,Self-Employed,20.92851999,Urban,Premium,,0,791,8,21:39.1,Poor,No,Weekly,House,588
4518,42,Female,28328,Divorced,3,PhD,Self-Employed,27.90786043,Suburban,Comprehensive,0,3,761,2,21:39.1,Average,Yes,Monthly,House,619
4519,64,Male,57482,Single,2,High School,,18.37474452,Suburban,Comprehensive,1,19,336,1,21:39.2,Average,Yes,Weekly,Apartment,1215
4520,31,Female,55435,Married,1,Bachelor's,Unemployed,42.52697912,Urban,Basic,0,6,779,2,21:39.2,Poor,No,Rarely,Condo,108
4521,31,Female,72717,Married,1,PhD,Employed,18.53478802,Suburban,Premium,2,9,,2,21:39.2,,Yes,Weekly,House,1166
4522,52,Female,16022,Single,2,Bachelor's,Unemployed,35.82673039,Rural,Premium,1,14,562,9,21:39.3,Average,No,Weekly,Condo,272
4523,25,Female,128851,Married,4,Master's,,45.06564008,Suburban,Premium,2,9,376,7,21:39.3,Good,No,Daily,House,1056
4524,63,Female,46734,Divorced,0,High School,,11.91498793,Suburban,Premium,,5,558,2,21:39.3,Good,Yes,Rarely,House,124
4525,52,Female,2927,Single,0,PhD,Employed,19.27449962,Rural,Basic,0,16,727,4,21:39.1,,Yes,Rarely,House,981
4526,50,Male,4568,Single,3,Master's,Self-Employed,39.81436926,Urban,Basic,1,11,495,4,21:39.2,Good,No,Daily,Condo,733
4527,46,Male,105090,Single,3,Master's,Self-Employed,15.51396956,Urban,Basic,0,0,492,5,21:39.1,Average,No,Rarely,House,1935
4528,20,Female,2690,Married,0,High School,Self-Employed,47.13273215,Urban,Comprehensive,1,8,360,4,21:39.2,Good,No,Weekly,Condo,576
4529,23,Female,18245,Divorced,2,High School,Self-Employed,3.263870651,Suburban,Premium,1,16,329,4,21:39.3,Good,No,Rarely,Condo,1201
4530,56,Female,61936,Divorced,1,Bachelor's,Unemployed,9.979613094,Rural,Premium,,12,637,4,21:39.2,Average,No,Daily,House,3730
4531,40,Male,61448,Married,4,Master's,Unemployed,48.59360467,Suburban,Comprehensive,0,2,382,8,21:39.2,Good,No,Monthly,Condo,717
4532,45,Female,3866,Single,2,High School,Unemployed,33.79395036,Rural,Comprehensive,,19,358,5,21:39.1,Average,Yes,Daily,House,303
4533,23,Male,34240,Divorced,1,High School,,41.54859944,Suburban,Comprehensive,1,2,449,7,21:39.2,Good,Yes,Weekly,House,597
4534,40,Male,123525,Married,0,Master's,Employed,39.60759721,Urban,Basic,0,12,417,9,21:39.1,Poor,Yes,Rarely,Condo,880
4535,58,Male,58627,Divorced,3,PhD,Employed,28.93620263,Urban,Premium,1,15,586,7,21:39.2,Average,Yes,Weekly,House,372
4536,32,Male,6724,Divorced,2,High School,Self-Employed,10.12986253,Urban,Basic,1,8,485,9,21:39.1,Poor,Yes,Weekly,Apartment,2421
4537,28,Female,1495,Single,4,Master's,Employed,31.02976846,Suburban,Premium,,18,461,1,21:39.3,Average,Yes,Daily,Apartment,1083
4538,51,Female,75909,Single,4,PhD,Unemployed,,Urban,Comprehensive,2,10,532,8,21:39.1,Average,Yes,Rarely,House,26
4539,50,Male,10438,Divorced,4,High School,,34.59475947,Suburban,Basic,2,19,,9,21:39.2,Poor,No,Weekly,House,793
4540,61,Male,6814,Married,1,Master's,,,Rural,Basic,1,1,678,1,21:39.3,Poor,Yes,Rarely,Apartment,1583
4541,30,Female,30562,Divorced,2,Master's,Self-Employed,25.05279769,Urban,Comprehensive,2,8,527,1,21:39.2,Poor,Yes,Rarely,Condo,1695
4542,29,Male,7991,Single,3,Master's,,24.02987796,Rural,Premium,1,6,755,6,21:39.2,Poor,Yes,Weekly,Apartment,646
4543,26,Female,10865,Single,4,PhD,,22.827286,Urban,Comprehensive,,1,734,2,21:39.2,Good,No,Daily,Apartment,983
4544,60,Male,659,Divorced,,Master's,Employed,,Rural,Comprehensive,,16,679,3,21:39.1,Poor,Yes,Rarely,Apartment,669
4545,27,Male,2359,Divorced,2,Bachelor's,Unemployed,19.05603852,Suburban,Basic,1,2,439,6,21:39.2,Poor,No,Rarely,Condo,381
4546,44,Female,93925,Single,0,High School,Self-Employed,3.690918194,Rural,Comprehensive,,8,464,3,21:39.2,Poor,Yes,Weekly,Condo,2484
4547,40,Female,5538,Single,2,Bachelor's,Unemployed,47.6386929,Suburban,Premium,1,1,681,9,21:39.2,Average,Yes,Daily,Condo,1618
4548,27,Female,4928,Single,4,PhD,Unemployed,43.42097779,Suburban,Comprehensive,0,5,454,5,21:39.2,Average,No,Daily,Apartment,1668
4549,43,Male,6053,Single,2,High School,Self-Employed,14.49490508,Suburban,Premium,2,0,588,6,21:39.1,Average,No,Weekly,House,644
4550,29,Female,24761,Divorced,1,Bachelor's,,46.26303077,Suburban,Comprehensive,,2,577,6,21:39.1,Average,Yes,Monthly,House,1455
4551,54,Male,75470,Married,4,PhD,,5.51071765,Suburban,Premium,,9,424,7,21:39.2,Poor,No,Rarely,House,782
4552,27,Male,20086,Divorced,0,PhD,,41.76675158,Suburban,Comprehensive,0,15,423,3,21:39.1,Average,No,Monthly,Condo,2008
4553,47,Male,,Married,3,High School,Unemployed,29.24563894,Suburban,Premium,1,17,405,1,21:39.1,Average,Yes,Monthly,Condo,916
4554,29,Male,140533,Divorced,2,Master's,Employed,4.522638806,Urban,Premium,1,5,567,6,21:39.2,Poor,Yes,Monthly,Condo,150
4555,27,Female,70501,Divorced,1,Bachelor's,Self-Employed,17.1489366,Rural,Basic,0,2,705,3,21:39.1,Average,Yes,Weekly,House,393
4556,47,Female,52732,Single,1,PhD,Self-Employed,33.86899223,Urban,Premium,1,12,431,6,21:39.2,Poor,No,Monthly,Condo,1449
4557,59,Male,,Single,2,High School,Employed,40.09844795,Rural,Premium,3,3,,1,21:39.3,Poor,Yes,Daily,Apartment,2401
4558,38,Female,6849,Divorced,0,PhD,Employed,25.81664433,Rural,Premium,,17,578,7,21:39.3,Poor,Yes,Weekly,Condo,1037
4559,27,Male,11525,Single,4,PhD,Self-Employed,7.363549024,Suburban,Premium,2,17,622,7,21:39.2,Poor,No,Weekly,Condo,2371
4560,52,Female,27174,Divorced,1,High School,Self-Employed,39.59579086,Suburban,Premium,1,16,,5,21:39.3,Average,Yes,Daily,Apartment,2145
4561,25,Female,2814,Single,2,Bachelor's,Self-Employed,18.86970934,Rural,Premium,3,8,646,4,21:39.1,Average,No,Monthly,Apartment,1338
4562,43,Male,3903,Married,1,Master's,Employed,37.73912175,Suburban,Basic,,10,795,7,21:39.1,,Yes,Daily,Apartment,1360
4563,23,Female,13710,Married,0,High School,,21.52767461,Suburban,Premium,,13,704,7,21:39.1,Poor,No,Weekly,House,222
4564,23,Male,26625,Single,2,Master's,Employed,35.7117271,Rural,Comprehensive,0,15,302,6,21:39.1,Poor,No,Weekly,House,853
4565,41,Male,24963,Divorced,2,PhD,Self-Employed,51.5014,Suburban,Comprehensive,4,19,479,1,21:39.2,Poor,No,Monthly,Apartment,1592
4566,34,Male,102659,Divorced,4,PhD,,19.41873372,Rural,Comprehensive,,12,641,6,21:39.3,Good,No,Weekly,House,69
4567,63,Male,126796,Married,3,High School,,27.45015453,Urban,Comprehensive,,13,410,4,21:39.2,,No,Monthly,House,700
4568,51,Male,15142,Married,3,Master's,Self-Employed,22.62902646,Suburban,Premium,0,13,752,8,21:39.2,Poor,No,Daily,Condo,645
4569,22,Male,53983,Married,1,High School,Self-Employed,10.03721883,Urban,Basic,2,14,446,9,21:39.2,Average,No,Weekly,Apartment,318
4570,44,Female,10179,Single,3,Bachelor's,Unemployed,19.97414514,Rural,Basic,2,3,568,1,21:39.2,Poor,No,Monthly,House,1388
4571,57,Male,38916,Divorced,3,Master's,Employed,45.08268552,Suburban,Comprehensive,1,2,491,3,21:39.1,Poor,Yes,Monthly,Apartment,790
4572,50,Male,28307,Married,4,Bachelor's,Employed,4.785544468,Urban,Basic,2,10,645,4,21:39.2,Poor,Yes,Daily,Condo,76
4573,24,Male,17493,Single,3,Bachelor's,,20.13784701,Suburban,Premium,1,5,558,9,21:39.1,Poor,Yes,Weekly,Condo,1553
4574,39,Male,135743,Single,4,PhD,Employed,26.93536997,Rural,Comprehensive,,11,437,6,21:39.3,Poor,Yes,Monthly,House,524
4575,48,Male,23305,Married,3,PhD,,,Rural,Comprehensive,1,0,,7,21:39.2,Poor,Yes,Rarely,Condo,542
4576,28,Male,20981,Divorced,0,PhD,Self-Employed,27.55010946,Urban,Comprehensive,,8,764,6,21:39.3,Good,No,Weekly,Apartment,1059
4577,29,Female,45522,Divorced,1,Master's,,13.35467619,Urban,Premium,,2,503,4,21:39.1,Good,Yes,Weekly,Apartment,802
4578,29,Male,85721,Divorced,2,Bachelor's,Employed,,Urban,Premium,0,7,811,6,21:39.2,Good,Yes,Rarely,Condo,50
4579,29,Female,,Divorced,1,PhD,Unemployed,37.26205969,Suburban,Premium,2,15,484,1,21:39.1,Average,Yes,Weekly,House,2932
4580,61,Male,20963,Married,3,High School,Employed,8.053225207,Urban,Basic,1,5,833,6,21:39.2,Average,No,Monthly,Apartment,1410
4581,45,Female,20197,Single,,PhD,Self-Employed,49.03895754,Urban,Comprehensive,0,7,770,5,21:39.3,Good,No,Monthly,House,779
4582,21,Female,29894,Married,4,High School,Employed,40.57216694,Urban,Premium,0,2,528,3,21:39.1,Good,Yes,Weekly,Condo,684
4583,42,Male,26182,Single,1,Bachelor's,,20.09697137,Suburban,Basic,0,10,773,6,21:39.3,Poor,Yes,Weekly,Condo,2058
4584,26,Male,12098,Single,,Master's,Employed,18.93889412,Rural,Basic,1,17,553,4,21:39.1,Average,No,Weekly,Apartment,561
4585,61,Male,45316,Married,2,High School,Unemployed,14.14182939,Suburban,Comprehensive,,6,764,5,21:39.2,,Yes,Rarely,House,908
4586,21,Female,76584,Single,4,Master's,,35.98591192,Urban,Comprehensive,3,5,426,7,21:39.2,Good,No,Rarely,Condo,110
4587,53,Male,18013,Divorced,3,High School,,6.566855798,Urban,Premium,,18,808,9,21:39.2,Average,No,Daily,Apartment,1298
4588,21,Female,7894,Divorced,4,High School,,,Suburban,Comprehensive,,17,590,1,21:39.2,Good,No,Monthly,Apartment,762
4589,57,Male,9086,Married,2,Bachelor's,Employed,17.0027467,Rural,Basic,0,6,543,7,21:39.2,Average,Yes,Weekly,Apartment,922
4590,60,Female,98486,Divorced,2,Master's,Employed,27.7352824,Rural,Basic,,4,,9,21:39.2,Good,Yes,Monthly,Apartment,359
4591,23,Male,90908,Married,4,Bachelor's,,35.53920852,Suburban,Comprehensive,1,16,421,7,21:39.2,Poor,Yes,Daily,Condo,1372
4592,61,Female,539,Married,0,PhD,,28.97737894,Urban,Premium,1,5,461,8,21:39.3,Average,No,Daily,House,954
4593,64,Male,,Single,4,Master's,Self-Employed,31.18786444,Urban,Basic,3,15,459,9,21:39.1,Poor,Yes,Monthly,Apartment,925
4594,60,Male,26863,Married,2,High School,Self-Employed,23.41571865,Urban,Comprehensive,,12,,6,21:39.3,Average,Yes,Rarely,House,654
4595,34,Female,84353,Married,0,Bachelor's,Unemployed,25.1425371,Suburban,Comprehensive,1,14,784,8,21:39.3,,Yes,Daily,Apartment,328
4596,20,Female,36229,Divorced,4,High School,Employed,18.69243889,Urban,Premium,2,11,461,5,21:39.2,Poor,Yes,Rarely,Condo,1591
4597,36,Female,8358,Single,1,PhD,Self-Employed,29.90415,Rural,Basic,,10,491,7,21:39.2,Average,Yes,Monthly,Apartment,514
4598,26,Female,1814,Married,3,High School,Employed,45.82356704,Rural,Comprehensive,,0,815,1,21:39.1,Good,Yes,Rarely,House,1836
4599,33,Male,913,Single,0,High School,,13.82275466,Rural,Basic,,19,662,2,21:39.1,Good,Yes,Rarely,Apartment,2221
4600,37,Male,35759,Divorced,4,High School,,27.87977679,Rural,Premium,,19,742,6,21:39.1,Average,Yes,Weekly,Condo,716
4601,22,Male,49702,Divorced,2,Bachelor's,Self-Employed,19.89866799,Rural,Premium,,3,527,2,21:39.1,Good,Yes,Weekly,House,394
4602,49,Female,25573,Single,1,Bachelor's,Employed,16.00241222,Suburban,Premium,,15,,2,21:39.2,Poor,Yes,Monthly,Apartment,853
4603,41,Male,39069,Married,4,High School,Unemployed,49.93818295,Rural,Premium,,17,723,1,21:39.1,Average,Yes,Monthly,Apartment,1833
4604,38,Female,78936,Married,3,Bachelor's,Unemployed,22.86984473,Urban,Comprehensive,0,5,333,1,21:39.1,Good,Yes,Weekly,House,1249
